"","ID_Buzzard","sex","year","min_age","laying_date","max_age","age","Hellmann_winter","NAO_winter","voleMarch","Hellmann_cat","NAO_cat","btw_ind_avg_age","wth_ind_age_cen"
"1186",624,2,2014,3,78,4,"young",0,0.86,21,"Low","Positive",3,0
"1187",624,2,2013,2,104,4,"young",73.2,-0.42,1,"Medium","Negative",3,-1
"1188",625,2,2014,2,94,2,"young",0,0.86,21,"Low","Positive",2,0
"1189",627,1,2015,4,102,4,"young",7.8,1.42,38,"Low","Positive",3.5,0.5
"1190",627,1,2014,3,84,4,"young",0,0.86,21,"Low","Positive",3.5,-0.5
"1191",628,2,2012,2,89,2,"young",88.4,1.35,22,"Medium","Positive",2,0
"1192",629,1,2015,3,98,3,"young",7.8,1.42,38,"Low","Positive",2,1
"1193",629,1,2014,2,90,3,"young",0,0.86,21,"Low","Positive",2,0
"1194",629,1,2013,1,124,3,"young",73.2,-0.42,1,"Medium","Negative",2,-1
"1195",630,2,2015,3,93,3,"young",7.8,1.42,38,"Low","Positive",2.5,0.5
"1196",630,2,2014,2,99,3,"young",0,0.86,21,"Low","Positive",2.5,-0.5
"1197",631,2,2015,3,106,3,"young",7.8,1.42,38,"Low","Positive",2.5,0.5
"1198",631,2,2014,2,87,3,"young",0,0.86,21,"Low","Positive",2.5,-0.5
"1199",632,2,2015,3,89,3,"young",7.8,1.42,38,"Low","Positive",2.5,0.5
"1200",632,2,2014,2,86,3,"young",0,0.86,21,"Low","Positive",2.5,-0.5
"1201",633,1,2015,3,89,3,"young",7.8,1.42,38,"Low","Positive",2.5,0.5
"1202",633,1,2014,2,86,3,"young",0,0.86,21,"Low","Positive",2.5,-0.5
"1203",635,2,2015,3,101,3,"young",7.8,1.42,38,"Low","Positive",3,0
"1204",639,2,2014,2,94,2,"young",0,0.86,21,"Low","Positive",2,0
"1205",640,1,2015,1,104,1,"young",7.8,1.42,38,"Low","Positive",1,0
"1206",641,2,2014,3,83,3,"young",0,0.86,21,"Low","Positive",2,1
"1207",641,2,2012,1,89,3,"young",88.4,1.35,22,"Medium","Positive",2,-1
"1208",642,2,2014,3,87,3,"young",0,0.86,21,"Low","Positive",3,0
"1209",643,1,2014,3,87,3,"young",0,0.86,21,"Low","Positive",3,0
"1210",644,2,2014,2,91,2,"young",0,0.86,21,"Low","Positive",2,0
"1211",645,1,2014,2,91,2,"young",0,0.86,21,"Low","Positive",2,0
"1212",646,1,2015,2,96,2,"young",7.8,1.42,38,"Low","Positive",1.5,0.5
"1213",646,1,2014,1,86,2,"young",0,0.86,21,"Low","Positive",1.5,-0.5
"1214",647,1,2014,1,89,1,"young",0,0.86,21,"Low","Positive",1,0
"1215",648,1,2015,2,85,2,"young",7.8,1.42,38,"Low","Positive",1.5,0.5
"1216",648,1,2014,1,82,2,"young",0,0.86,21,"Low","Positive",1.5,-0.5
"1217",649,2,2015,2,81,2,"young",7.8,1.42,38,"Low","Positive",1.5,0.5
"1218",649,2,2014,1,89,2,"young",0,0.86,21,"Low","Positive",1.5,-0.5
"1219",650,2,2015,2,101,2,"young",7.8,1.42,38,"Low","Positive",2,0
"1220",651,1,2015,2,101,2,"young",7.8,1.42,38,"Low","Positive",2,0
"1221",652,2,2015,2,85,2,"young",7.8,1.42,38,"Low","Positive",2,0
"1222",653,1,2015,2,85,2,"young",7.8,1.42,38,"Low","Positive",2,0
"1223",654,1,2015,2,93,2,"young",7.8,1.42,38,"Low","Positive",1.5,0.5
"1224",654,1,2014,1,95,2,"young",0,0.86,21,"Low","Positive",1.5,-0.5
"1225",655,2,2015,2,93,2,"young",7.8,1.42,38,"Low","Positive",1.5,0.5
"1226",655,2,2014,1,101,2,"young",0,0.86,21,"Low","Positive",1.5,-0.5
"1227",656,2,2014,1,95,1,"young",0,0.86,21,"Low","Positive",1,0
"1228",657,1,2015,3,99,3,"young",7.8,1.42,38,"Low","Positive",2.5,0.5
"1229",657,1,2014,2,84,3,"young",0,0.86,21,"Low","Positive",2.5,-0.5
"1230",660,2,2014,1,86,1,"young",0,0.86,21,"Low","Positive",1,0
"1231",661,1,2014,1,86,1,"young",0,0.86,21,"Low","Positive",1,0
"1232",662,2,2014,1,86,1,"young",0,0.86,21,"Low","Positive",1,0
"1233",663,1,2014,1,86,1,"young",0,0.86,21,"Low","Positive",1,0
"1234",665,1,2015,2,95,2,"young",7.8,1.42,38,"Low","Positive",2,0
"1235",666,2,2015,1,96,1,"young",7.8,1.42,38,"Low","Positive",1,0
"1236",672,2,2015,1,90,1,"young",7.8,1.42,38,"Low","Positive",1,0
"1237",674,1,2015,1,101,1,"young",7.8,1.42,38,"Low","Positive",1,0
"1238",675,2,2015,1,89,1,"young",7.8,1.42,38,"Low","Positive",1,0
"1239",676,1,2015,1,98,1,"young",7.8,1.42,38,"Low","Positive",1,0
"1240",678,1,2015,1,93,1,"young",7.8,1.42,38,"Low","Positive",1,0
